pubmed_id,author_rank,affiliation
37742019,0,"Department of Dermatology, Rasool Akram Medical Complex Clinical Research Development Center (RCRDC), School of Medicine, Iran University of Medical Sciences (IUMS), Tehran, Iran."
37742019,0,"Skin and Stem Cell Research Center, Tehran University of Medical Sciences, Tehran, Iran."
37742019,1,"Department of Dermatology, Rasool Akram Medical Complex Clinical Research Development Center (RCRDC), School of Medicine, Iran University of Medical Sciences (IUMS), Tehran, Iran."
37742019,1,"Skin and Stem Cell Research Center, Tehran University of Medical Sciences, Tehran, Iran."
37742019,2,"Department of Dermatology, Rasool Akram Medical Complex Clinical Research Development Center (RCRDC), School of Medicine, Iran University of Medical Sciences (IUMS), Tehran, Iran."
37742019,2,"Skin and Stem Cell Research Center, Tehran University of Medical Sciences, Tehran, Iran."
37742019,3,"Department of Dermatology, Rasool Akram Medical Complex Clinical Research Development Center (RCRDC), School of Medicine, Iran University of Medical Sciences (IUMS), Tehran, Iran."
37742019,3,"Skin and Stem Cell Research Center, Tehran University of Medical Sciences, Tehran, Iran."
37742019,4,"Skin and Stem Cell Research Center, Tehran University of Medical Sciences, Tehran, Iran."
37742019,4,"Laser Application in Medical Sciences Research Center, Shahid Beheshti University of Medical Sciences, Tehran, Iran."
37742019,4,"Stem Cell and Regenerative Medicine Institute, Sharif University of Technology, Tehran, Iran."
37742019,4,"Department of Mechanical Engineering, Sharif University of Technology, Tehran, Iran."
37742019,5,"Department of Dermatology, Rasool Akram Medical Complex Clinical Research Development Center (RCRDC), School of Medicine, Iran University of Medical Sciences (IUMS), Tehran, Iran."
37741818,4,"National Institute of Dental and Craniofacial Research, Intramural Research Program, Neural Crest Development and Disease Unit, National Institutes of Health, Bethesda, MD, USA."
37741818,5,"National Institute of Dental and Craniofacial Research, Intramural Research Program, Neural Crest Development and Disease Unit, National Institutes of Health, Bethesda, MD, USA."
37741818,6,"Department of Biochemistry and Developmental Biology, Faculty of Medicine, University of Helsinki, Helsinki, Finland."
37741818,7,"National Institute of Dental and Craniofacial Research, Intramural Research Program, Neural Crest Development and Disease Unit, National Institutes of Health, Bethesda, MD, USA."
37741818,8,"National Institute of Dental and Craniofacial Research, Intramural Research Program, NIDCR Imaging Core, National Institutes of Health, Bethesda, MD, USA."
37741818,9,"National Institute of Dental and Craniofacial Research, Intramural Research Program, Genomics and Computational Biology Core, National Institutes of Health, Bethesda, MD, USA."
37741818,10,"National Institute of Dental and Craniofacial Research, Intramural Research Program, Neural Crest Development and Disease Unit, National Institutes of Health, Bethesda, MD, USA. laura.kerosuo@nih.gov."
37741818,10,"Department of Biochemistry and Developmental Biology, Faculty of Medicine, University of Helsinki, Helsinki, Finland. laura.kerosuo@nih.gov."
37596783,0,"Department of Neurosurgery, Westchester Medical Center, New York Medical College, Valhalla, NY, USA."
37596783,1,"Department of Neurosurgery, Westchester Medical Center, New York Medical College, Valhalla, NY, USA."
37596783,2,"Division of Pain Management, Department of Anesthesiology, Westchester Medical Center, New York Medical College, Valhalla, NY, USA."
37596783,3,"Division of Trauma and Acute Care Surgery, Department of Surgery, Westchester Medical Center, New York Medical College, Valhalla, NY, USA."
37596783,4,"Division of Trauma and Acute Care Surgery, Department of Surgery, Westchester Medical Center, New York Medical College, Valhalla, NY, USA."
37596783,5,"Division of Plastic Surgery, Department of Surgery, Westchester Medical Center, New York Medical College, Valhalla, NY, USA."
37596783,6,"Division of Plastic Surgery, Department of Surgery, Westchester Medical Center, New York Medical College, Valhalla, NY, USA."
37596783,7,"Department of Neurosurgery, Westchester Medical Center, New York Medical College, Valhalla, NY, USA."
37742016,3,"Department of Nephrology and Immunology, Children's Hospital of Soochow University, No. 303, Jingde Road, Suzhou, 215003, Jiangsu, China."
37742016,4,"Department of Nephrology and Immunology, Children's Hospital of Soochow University, No. 303, Jingde Road, Suzhou, 215003, Jiangsu, China."
37742016,5,"Department of Nephrology and Immunology, Children's Hospital of Soochow University, No. 303, Jingde Road, Suzhou, 215003, Jiangsu, China."
37742016,6,"Department of Nephrology and Immunology, Children's Hospital of Soochow University, No. 303, Jingde Road, Suzhou, 215003, Jiangsu, China."
37742016,7,"Department of Nephrology and Immunology, Children's Hospital of Soochow University, No. 303, Jingde Road, Suzhou, 215003, Jiangsu, China. xiaozhonglicn@yeah.net."
37742021,0,"School of Biomedical and Precision Engineering, University of Bern, Güterstrasse 24/26, CH-3008, Bern, Switzerland. Cornelia.Amstutz@unibe.ch."
37742021,1,"SMD Swiss Medical Devices, Beringen, Switzerland."
37742021,2,"School of Biomedical and Precision Engineering, University of Bern, Güterstrasse 24/26, CH-3008, Bern, Switzerland."
37742021,3,"Department of Cardiology, Inselspital, Bern University Hospital, University of Bern, Bern, Switzerland."
37742021,4,"Department of Cardiology, Buergerspital Solothurn, Solothurn, Switzerland."
37742021,5,"School of Biomedical and Precision Engineering, University of Bern, Güterstrasse 24/26, CH-3008, Bern, Switzerland."
37742021,5,"Department of Cardiology, Inselspital, Bern University Hospital, University of Bern, Bern, Switzerland."
37742021,6,"School of Biomedical and Precision Engineering, University of Bern, Güterstrasse 24/26, CH-3008, Bern, Switzerland."
37741970,0,"CIBER de Enfermedades Infecciosas (CIBERINFEC), Instituto de Salud Carlos III, 28029, Madrid, Spain. emolmo@salud.madrid.org."
37741970,1,"Department of Infectious Diseases, Hospital Universitario Ramón Y Cajal, Instituto Ramón Y Cajal de Investigación Sanitaria (IRYCIS), 28034, Madrid, Spain."
37741970,1,"CIBER de Enfermedades Infecciosas (CIBERINFEC), Instituto de Salud Carlos III, 28029, Madrid, Spain."
37741970,2,"Department of Gastroenterology and Hepatology, Metabolic Liver Disease Clinic, Hospital Universitario Ramón Y Cajal, Instituto Ramón Y Cajal de Investigación Sanitaria (IRYCIS), 28034, Madrid, Spain."
37741970,2,"Universidad de Alcalá, 28871, Madrid, Spain."
37741970,3,"Department of Infectious Diseases, Hospital Universitario Ramón Y Cajal, Instituto Ramón Y Cajal de Investigación Sanitaria (IRYCIS), 28034, Madrid, Spain."
37741970,3,"CIBER de Enfermedades Infecciosas (CIBERINFEC), Instituto de Salud Carlos III, 28029, Madrid, Spain."
37741970,4,"Department of Infectious Diseases, Hospital Universitario Ramón Y Cajal, Instituto Ramón Y Cajal de Investigación Sanitaria (IRYCIS), 28034, Madrid, Spain."
37741970,4,"CIBER de Enfermedades Infecciosas (CIBERINFEC), Instituto de Salud Carlos III, 28029, Madrid, Spain."
37741970,5,"Department of Gastroenterology and Hepatology, Metabolic Liver Disease Clinic, Hospital Universitario Ramón Y Cajal, Instituto Ramón Y Cajal de Investigación Sanitaria (IRYCIS), 28034, Madrid, Spain."
37741970,6,"Department of Infectious Diseases, Hospital Universitario Ramón Y Cajal, Instituto Ramón Y Cajal de Investigación Sanitaria (IRYCIS), 28034, Madrid, Spain."
37741970,6,"CIBER de Enfermedades Infecciosas (CIBERINFEC), Instituto de Salud Carlos III, 28029, Madrid, Spain."
37741970,7,"Department of Infectious Diseases, Hospital Universitario Ramón Y Cajal, Instituto Ramón Y Cajal de Investigación Sanitaria (IRYCIS), 28034, Madrid, Spain."
37741970,7,"CIBER de Enfermedades Infecciosas (CIBERINFEC), Instituto de Salud Carlos III, 28029, Madrid, Spain."
37741970,8,"Department of Infectious Diseases, Hospital Universitario Ramón Y Cajal, Instituto Ramón Y Cajal de Investigación Sanitaria (IRYCIS), 28034, Madrid, Spain."
37741970,8,"CIBER de Enfermedades Infecciosas (CIBERINFEC), Instituto de Salud Carlos III, 28029, Madrid, Spain."
37741970,9,"Department of Infectious Diseases, Hospital Universitario Ramón Y Cajal, Instituto Ramón Y Cajal de Investigación Sanitaria (IRYCIS), 28034, Madrid, Spain."
37741970,9,"CIBER de Enfermedades Infecciosas (CIBERINFEC), Instituto de Salud Carlos III, 28029, Madrid, Spain."
37741970,10,"Department of Infectious Diseases, Hospital Universitario Ramón Y Cajal, Instituto Ramón Y Cajal de Investigación Sanitaria (IRYCIS), 28034, Madrid, Spain."
37741970,10,"CIBER de Enfermedades Infecciosas (CIBERINFEC), Instituto de Salud Carlos III, 28029, Madrid, Spain."
37741970,10,"Universidad de Alcalá, 28871, Madrid, Spain."
37741970,11,"Department of Infectious Diseases, Hospital Universitario Ramón Y Cajal, Instituto Ramón Y Cajal de Investigación Sanitaria (IRYCIS), 28034, Madrid, Spain."
37741970,11,"CIBER de Enfermedades Infecciosas (CIBERINFEC), Instituto de Salud Carlos III, 28029, Madrid, Spain."
37741970,12,"CIBER de Enfermedades Infecciosas (CIBERINFEC), Instituto de Salud Carlos III, 28029, Madrid, Spain."
37741970,12,"Internal Medicine Service, Hospital Universitario La Paz. IdiPAZ, 28046, Madrid, Spain."
37741970,13,"Department of Infectious Diseases, Hospital Universitario Ramón Y Cajal, Instituto Ramón Y Cajal de Investigación Sanitaria (IRYCIS), 28034, Madrid, Spain. msconde@gmail.com."
37741970,13,"CIBER de Enfermedades Infecciosas (CIBERINFEC), Instituto de Salud Carlos III, 28029, Madrid, Spain. msconde@gmail.com."
37741965,0,"Institute for Work & Health, 400 University Avenue, Suite 1800, Toronto, ON, M5G1S5, Canada. abiswas@iwh.on.ca."
37741965,0,"Dalla Lana School of Public Health, University of Toronto, Toronto, ON, Canada. abiswas@iwh.on.ca."
37741965,1,"Institute for Work & Health, 400 University Avenue, Suite 1800, Toronto, ON, M5G1S5, Canada."
37741965,2,"Institute for Work & Health, 400 University Avenue, Suite 1800, Toronto, ON, M5G1S5, Canada."
37741965,3,"Centre for Surveillance and Applied Research, Public Health Agency of Canada, Ottawa, ON, Canada."
37741965,3,"School of Epidemiology and Public Health, University of Ottawa, Ottawa, ON, Canada."
37741965,4,"Institute for Work & Health, 400 University Avenue, Suite 1800, Toronto, ON, M5G1S5, Canada."
37741965,4,"Dalla Lana School of Public Health, University of Toronto, Toronto, ON, Canada."
37741965,5,"Institute for Work & Health, 400 University Avenue, Suite 1800, Toronto, ON, M5G1S5, Canada."
37741965,5,"Dalla Lana School of Public Health, University of Toronto, Toronto, ON, Canada."
37741965,5,"Department of Epidemiology and Preventive Medicine, Monash University, VIC, Melbourne, Australia."
37741965,6,"Department of Community Health and Epidemiology, University of Saskatchewan, Saskatoon, SK, Canada."
37741901,0,"Nantong Integrated Traditional Chinese and Western Medicine Hospital, Nantong, Jiangsu, China."
37741901,1,"Affiliated Tumor Hospital of Nantong University, Nantong, Jiangsu, China."
37741901,2,"Nantong Integrated Traditional Chinese and Western Medicine Hospital, Nantong, Jiangsu, China."
37741901,3,"Nantong Integrated Traditional Chinese and Western Medicine Hospital, Nantong, Jiangsu, China."
37741901,4,"Affiliated Tumor Hospital of Nantong University, Nantong, Jiangsu, China. chenhongjian2011@163.com."
37741901,5,"Affiliated Hospital of Nantong University, Nantong, China. 511071555@163.com."
37741857,0,"Centre de Recherche sur l'Inflammation, INSERM, U1149, CNRS, ERL8252, Team Gut Inflammation, Université de Paris, BP 416, 75018, Paris, France. maximekcollard@gmail.com."
37741857,0,"Department of Colorectal Surgery, Saint-Antoine Hospital, 184 Rue du Faubourg Saint-Antoine, 75012, Paris, France. maximekcollard@gmail.com."
37741857,1,"CR2P (Centre de Recherche en Paléontologie - Paris; UMR 7207), CNRS/MNHN/Sorbonne Université, Muséum National d'Histoire Naturelle, Paris, France."
37741857,2,"La Vallée des Singes, Zoological Park, Le Gureau, France."
37741857,3,"CR2P (Centre de Recherche en Paléontologie - Paris; UMR 7207), CNRS/MNHN/Sorbonne Université, Muséum National d'Histoire Naturelle, Paris, France."
37741857,4,"Centre de Recherche sur l'Inflammation, INSERM, U1149, CNRS, ERL8252, Team Gut Inflammation, Université de Paris, BP 416, 75018, Paris, France."
37741857,4,"INSERM U1242, Centre Eugène Marquis, Université de Rennes 1, Rennes, France."
37741816,2,"Department of Experimental Paediatrics, University Hospital, Otto-von-Guericke University, Magdeburg, Germany."
37741816,3,"Department of Paediatrics, Hospital St Marienstift, Magdeburg, Germany."
37741816,4,"Department of Anaesthesiology and Intensive Care Medicine, University Hospital, Otto-von-Guericke-University, Magdeburg, Germany."
37741816,5,"Institute of Human Genetics, University Hospital, Otto-von-Guericke University, Magdeburg, Germany."
37741816,6,"Institute of Human Genetics, University Hospital, Otto-von-Guericke University, Magdeburg, Germany."
37741816,7,"Department of Experimental Paediatrics, University Hospital, Otto-von-Guericke University, Magdeburg, Germany."
37741823,7,"Stanford Institute for Materials and Energy Science, SLAC National Accelerator Laboratory, Menlo Park, CA, USA."
37741823,8,"SUNCAT Center for Interface Science and Catalysis, SLAC National Accelerator Laboratory, Menlo Park, CA, 94025, USA. bajdich@slac.stanford.edu."
37741823,9,"Department of Mechanical Engineering, Stanford University, Stanford, CA, 94305, USA. xlzheng@stanford.edu."
37741819,0,"Department of Chemistry, Guru Jambheshwar University of Science and Technology, Hisar, Haryana, 125001, India."
37741819,1,"Department of Chemistry, Guru Jambheshwar University of Science and Technology, Hisar, Haryana, 125001, India. jaya.gju@gmail.com."
37741819,2,"Department of Pharmacology, Saveetha Dental College and Hospital, Saveetha Institute of Medical and Technical Sciences, Chennai, Tamil Nadu, 600077, India."
37741819,2,"Department of Computational Chemistry and Drug Discovery Division, Quanta Calculus, Greater Noida, Uttar Pradesh, India."
37741819,3,"Department of Computational Chemistry and Drug Discovery Division, Quanta Calculus, Greater Noida, Uttar Pradesh, India."
37741819,4,"Department of Chemistry, Guru Jambheshwar University of Science and Technology, Hisar, Haryana, 125001, India."
37596846,0,"Department of Psychiatry and Psychotherapy Medical Center, University of Freiburg, Faculty of Medicine, University of Freiburg, Freiburg im Breisgau, Germany."
37596784,0,"Indian Institute of Science Education and Research, Pune, India."
37596784,1,"Indian Institute of Science Education and Research, Pune, India; National Centre for Biological Sciences, Tata Institute of Fundamental Research, Bengaluru, India. Electronic address: jayant@iiserpune.ac.in."
37742027,0,"Thoracic and Vascular Surgery Research Center, Shiraz University of Medical Sciences, Shiraz, 71936-13311, Iran."
37742027,0,"Department of Surgery, Shiraz University of Medical Sciences, Shiraz, Iran."
37742027,1,"School of Medicine, Shiraz University of Medical Sciences, Shiraz, Iran."
37742027,1,"Health and System Research Center, Shiraz University of Medical Sciences, Shiraz, Iran."
37742027,2,"School of Medicine, Fasa University of Medical Sciences, Shiraz, Iran."
37742027,3,"Thoracic and Vascular Surgery Research Center, Shiraz University of Medical Sciences, Shiraz, 71936-13311, Iran."
37742027,3,"School of Medicine, Shiraz University of Medical Sciences, Shiraz, Iran."
37742027,4,"Thoracic and Vascular Surgery Research Center, Shiraz University of Medical Sciences, Shiraz, 71936-13311, Iran. R.shahriari1995@gmail.com."
37742027,4,"School of Medicine, Shiraz University of Medical Sciences, Shiraz, Iran. R.shahriari1995@gmail.com."
37742027,5,"Department of Pathology, School of Medicine, Namazee Teaching Hospital, Shiraz University of Medical Sciences, Shiraz, Iran."
37742027,6,"Thoracic and Vascular Surgery Research Center, Shiraz University of Medical Sciences, Shiraz, 71936-13311, Iran."
37742027,6,"Department of Surgery, Shiraz University of Medical Sciences, Shiraz, Iran."
37741923,0,"Service de radiologie, Hôpital Nord, Chemin des Bourrely, 13015, Marseille, France. paul.habert@ap-hm.fr."
37741923,0,"Aix Marseille Univ, LIIE, Marseille, France. paul.habert@ap-hm.fr."
37741923,0,"Aix Marseille Univ, CERIMED, Marseille, France. paul.habert@ap-hm.fr."
37741923,1,"Service de radiologie, Hôpital Nord, Chemin des Bourrely, 13015, Marseille, France."
37741923,2,"Centre de Ressources et de Compétences de la Mucoviscidose (CRCM) Adulte, AP-HM Hôpital Nord, 13015, Marseille, France."
37741923,3,"APHM, Hôpital Nord, Explorations Fonctionnelles Respiratoires, Marseille, France."
37741923,3,"Aix Marseille Univ, APHM, Microbes Evolution Phylogeny and Infections (MEPHI), IHU-Méditerranée Infection, Marseille, France."
37741923,4,"Service de chirurgie thoracique, Hôpital Nord, chemin des Bourrely, 13015, Marseille, France."
37741923,5,"Aix-Marseille Univ, - CEReSS UR3279-Health Service Research and Quality of Life Center, Marseille, France."
37741923,5,"Department of Public Health, Assistance Publique - Hôpitaux de Marseille, Marseille, France."
37741923,6,"Centre de Ressources et de Compétences de la Mucoviscidose (CRCM) Adulte, AP-HM Hôpital Nord, 13015, Marseille, France."
37741923,7,"Centre de Ressources et de Compétences de la Mucoviscidose (CRCM) Adulte, AP-HM Hôpital Nord, 13015, Marseille, France."
37741923,8,"Aix Marseille Univ, LIIE, Marseille, France."
37741923,8,"Aix Marseille Univ, CERIMED, Marseille, France."
37741923,8,"Service de radiologie, La Timone Hôpital, 264 rue Saint Pierre, 13005, Marseille, France."
37741876,0,"Shaanxi Key Laboratory of Safety and Durability of Concrete Structures, Xijing University, Xi'an, 710123, Shaanxi, China."
37741876,1,"Shaanxi Key Laboratory of Safety and Durability of Concrete Structures, Xijing University, Xi'an, 710123, Shaanxi, China. T_bag945@126.com."
37741876,2,"School of Geological Engineering and Geomatics, Chang'an University, Xi'an, 710054, Shaanxi, China."
37741876,3,"Shaanxi Key Laboratory of Safety and Durability of Concrete Structures, Xijing University, Xi'an, 710123, Shaanxi, China."
37741876,4,"Shaanxi Key Laboratory of Safety and Durability of Concrete Structures, Xijing University, Xi'an, 710123, Shaanxi, China."
37741867,0,"Torus Biosystems, Inc., Medford, MA, USA."
37741867,1,"Torus Biosystems, Inc., Medford, MA, USA."
37741867,2,"Torus Biosystems, Inc., Medford, MA, USA."
37741867,3,"Torus Biosystems, Inc., Medford, MA, USA."
37741867,4,"Torus Biosystems, Inc., Medford, MA, USA."
37741867,5,"Torus Biosystems, Inc., Medford, MA, USA."
37741765,8,"Berlin Institute of Health at Charité - Universitätsmedizin Berlin, Digital Health Center, Berlin, Germany."
37741765,9,"Berlin Institute of Health at Charité - Universitätsmedizin Berlin, Digital Health Center, Berlin, Germany."
37741765,10,"Machine Learning and Data Analytics Lab, Department of Artificial Intelligence in Biomedical Engineering, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Germany. Electronic address: bjoern.eskofier@fau.de."
37741761,8,"Department of Medicine, University of Chicago, Chicago, IL, 60637, USA. Electronic address: hongwei-wang@boneandcancer.org."
37741761,9,"Department of Quantitative Health Sciences, John A. Burns School of Medicine, University of Hawaii at Manoa, Honolulu, HI, USA. Electronic address: dengy@hawaii.edu."
37741761,10,nan
37742024,0,"NHC Key Laboratory of Systems Biology of Pathogens, Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing, China."
37742024,1,"Key Laboratory of Livestock Infectious Diseases in Northeast China, Ministry of Education, Key Laboratory of Ruminant Infectious Disease Prevention and Control (East), Ministry of Agriculture and Rural Affairs, College of Animal Science and Veterinary Medicine, Shenyang Agricultural University, Shenyang, China."
37742024,1,"The Research Unit for Pathogenic Mechanisms of Zoonotic Parasites, Chinese Academy of Medical Sciences, Shenyang, China."
37742024,2,"NHC Key Laboratory of Systems Biology of Pathogens, Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing, China."
37742024,3,"NHC Key Laboratory of Systems Biology of Pathogens, Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing, China."
37742024,4,"Institute of Biological Products, National Institutes for Food and Drug Control, Beijing, China."
37742024,5,"NHC Key Laboratory of Systems Biology of Pathogens, Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing, China. hounan@ipbcams.ac.cn."
37742024,6,"NHC Key Laboratory of Systems Biology of Pathogens, Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing, China. qijunchen759@syau.edu.cn."
37742024,6,"Key Laboratory of Livestock Infectious Diseases in Northeast China, Ministry of Education, Key Laboratory of Ruminant Infectious Disease Prevention and Control (East), Ministry of Agriculture and Rural Affairs, College of Animal Science and Veterinary Medicine, Shenyang Agricultural University, Shenyang, China. qijunchen759@syau.edu.cn."
37742024,6,"The Research Unit for Pathogenic Mechanisms of Zoonotic Parasites, Chinese Academy of Medical Sciences, Shenyang, China. qijunchen759@syau.edu.cn."
37741872,0,"Protein Research Department, Genetic Engineering and Biotechnology Research Institute (GEBRI), City of Scientific Research and Technological Applications (SRTA-City), New Borg El-Arab City, Alexandria, 21934, Egypt. esmailelfakharany@yahoo.co.uk."
37741872,1,"Protein Research Department, Genetic Engineering and Biotechnology Research Institute (GEBRI), City of Scientific Research and Technological Applications (SRTA-City), New Borg El-Arab City, Alexandria, 21934, Egypt."
37741872,1,"Microbiology and Immunology, Faculty of Pharmacy, Arab Academy for Science, Technology and Maritime Transport (AASTMT), Alamein, 51718, Egypt."
37741872,2,"Zoology Department, Faculty of Science, Al-Azhar University, Assuit, Egypt."
37741872,3,"Medical Physiology Department, National Research Centre, Giza, Egypt."
37741872,4,"Pathology Department, National Research Centre, Giza, Egypt."
37741872,5,"Bioprocess Development Department, Genetic Engineering and Biotechnology Research Institute, City of Scientific Research and Technological Applications (SRTA-City), New Borg El-Arab City, Alexandria, 21934, Egypt."
37596779,0,"Medical Student, University of Washington, Seattle, WA, USA."
37596779,1,"Division of Rheumatology and Committee on Clinical Pharmacology and Pharmacogenomics, Department of Medicine, University of Chicago Biological Sciences Division, Chicago, IL, USA."
37596779,2,"Department of Rheumatology, Austin Health, Melbourne, Victoria, Australia."
37596779,3,"Department of Rheumatology, Austin Health, Melbourne, Victoria, Australia."
37596779,3,"Department of Clinical Pharmacology and Therapeutics, Austin Health, Melbourne, Victoria, Australia."
37596779,4,"Seattle Epidemiologic Research and Information Center (ERIC), VA Puget Sound Healthcare System, Seattle, WA, USA."
37596779,5,"Seattle Epidemiologic Research and Information Center (ERIC), VA Puget Sound Healthcare System, Seattle, WA, USA."
37596779,6,"Columbia University, New York, NY, USA."
37596779,7,"Division of Rheumatology, Department of Medicine, University of Washington, Seattle, WA, USA."
37741768,0,"Harran University, Faculty of Health Sciences, Internal Medicine Nursing, Şanlıurfa 63100, Turkey. Electronic address: arzu.uslu86@gmail.com."
37741768,1,"Necmettin Erbakan University, Faculty of Nursing, Internal Medicine Nursing, Konya, Türkiye."
37742038,3,"Hannover Medical School, Institute of Experimental Hematology, Building J11, HBZ, Level 01, Room, 6540, Hannover, Germany."
37742038,4,"Hannover Medical School, Institute of Experimental Hematology, Building J11, HBZ, Level 01, Room, 6540, Hannover, Germany."
37742038,5,"Department of Obstetrics and Gynecology, Hannover Medical School, Hannover, Germany."
37742038,6,"Division of Experimental Pneumology, Hannover Medical School, Hannover, Germany."
37742038,6,"German Center for Lung Research, Partner Site BREATH, Hannover, Germany."
37742038,7,"Hannover Medical School, Institute of Experimental Hematology, Building J11, HBZ, Level 01, Room, 6540, Hannover, Germany."
37742038,7,"Division of Hematology/Oncology, Boston Children's Hospital, Harvard Medical School, Boston, MA, USA."
37742038,8,"Hannover Medical School, Institute of Experimental Hematology, Building J11, HBZ, Level 01, Room, 6540, Hannover, Germany. rothe.michael@mh-hannover.de."
37741814,0,"Inner Mongolia Key Laboratory of Dairy Biotechnology and Engineering, Inner Mongolia Agricultural University, Hohhot, Inner Mongolia, China."
37741814,0,"Key Laboratory of Dairy Products Processing, Ministry of Agriculture and Rural Affairs, Inner Mongolia Agricultural University, Hohhot, Inner Mongolia, China."
37741814,0,"Key Laboratory of Dairy Biotechnology and Engineering, Ministry of Education, Inner Mongolia Agricultural University, Hohhot, Inner Mongolia, China."
37741814,1,"Inner Mongolia Key Laboratory of Dairy Biotechnology and Engineering, Inner Mongolia Agricultural University, Hohhot, Inner Mongolia, China."
37741814,1,"Key Laboratory of Dairy Products Processing, Ministry of Agriculture and Rural Affairs, Inner Mongolia Agricultural University, Hohhot, Inner Mongolia, China."
37741814,1,"Key Laboratory of Dairy Biotechnology and Engineering, Ministry of Education, Inner Mongolia Agricultural University, Hohhot, Inner Mongolia, China."
37741814,2,"Inner Mongolia Key Laboratory of Dairy Biotechnology and Engineering, Inner Mongolia Agricultural University, Hohhot, Inner Mongolia, China."
37741814,2,"Key Laboratory of Dairy Products Processing, Ministry of Agriculture and Rural Affairs, Inner Mongolia Agricultural University, Hohhot, Inner Mongolia, China."
37741814,2,"Key Laboratory of Dairy Biotechnology and Engineering, Ministry of Education, Inner Mongolia Agricultural University, Hohhot, Inner Mongolia, China."
37741814,3,"Inner Mongolia Key Laboratory of Dairy Biotechnology and Engineering, Inner Mongolia Agricultural University, Hohhot, Inner Mongolia, China."
37741814,3,"Key Laboratory of Dairy Products Processing, Ministry of Agriculture and Rural Affairs, Inner Mongolia Agricultural University, Hohhot, Inner Mongolia, China."
37741814,3,"Key Laboratory of Dairy Biotechnology and Engineering, Ministry of Education, Inner Mongolia Agricultural University, Hohhot, Inner Mongolia, China."
37741814,4,"Inner Mongolia Key Laboratory of Dairy Biotechnology and Engineering, Inner Mongolia Agricultural University, Hohhot, Inner Mongolia, China."
37741814,4,"Key Laboratory of Dairy Products Processing, Ministry of Agriculture and Rural Affairs, Inner Mongolia Agricultural University, Hohhot, Inner Mongolia, China."
37741814,4,"Key Laboratory of Dairy Biotechnology and Engineering, Ministry of Education, Inner Mongolia Agricultural University, Hohhot, Inner Mongolia, China."
37741814,5,"Inner Mongolia Key Laboratory of Dairy Biotechnology and Engineering, Inner Mongolia Agricultural University, Hohhot, Inner Mongolia, China."
37741814,5,"Key Laboratory of Dairy Products Processing, Ministry of Agriculture and Rural Affairs, Inner Mongolia Agricultural University, Hohhot, Inner Mongolia, China."
37741814,5,"Key Laboratory of Dairy Biotechnology and Engineering, Ministry of Education, Inner Mongolia Agricultural University, Hohhot, Inner Mongolia, China."
37741814,6,"Inner Mongolia Key Laboratory of Dairy Biotechnology and Engineering, Inner Mongolia Agricultural University, Hohhot, Inner Mongolia, China. hepingdd@vip.sina.com."
37741814,6,"Key Laboratory of Dairy Products Processing, Ministry of Agriculture and Rural Affairs, Inner Mongolia Agricultural University, Hohhot, Inner Mongolia, China. hepingdd@vip.sina.com."
37741814,6,"Key Laboratory of Dairy Biotechnology and Engineering, Ministry of Education, Inner Mongolia Agricultural University, Hohhot, Inner Mongolia, China. hepingdd@vip.sina.com."
37741821,0,"Department of Ophthalmology, USC Roski Eye Institute, Keck School of Medicine, University of Southern California, Los Angeles, CA, 90033, USA."
37741821,0,"USC Ginsburg Institute for Biomedical Therapeutics, University of Southern California, Los Angeles, CA, 90033, USA."
37741821,1,"USC Ginsburg Institute for Biomedical Therapeutics, University of Southern California, Los Angeles, CA, 90033, USA."
37741821,1,"USC Institute for Technology and Medical Systems Innovation, Los Angeles, CA, 90033, USA."
37741821,2,"Department of Ophthalmology, USC Roski Eye Institute, Keck School of Medicine, University of Southern California, Los Angeles, CA, 90033, USA."
37741821,2,"USC Ginsburg Institute for Biomedical Therapeutics, University of Southern California, Los Angeles, CA, 90033, USA."
37741821,3,"USC Ginsburg Institute for Biomedical Therapeutics, University of Southern California, Los Angeles, CA, 90033, USA."
37741821,3,"USC Institute for Technology and Medical Systems Innovation, Los Angeles, CA, 90033, USA."
37741821,4,"USC Ginsburg Institute for Biomedical Therapeutics, University of Southern California, Los Angeles, CA, 90033, USA."
37741821,5,"USC Ginsburg Institute for Biomedical Therapeutics, University of Southern California, Los Angeles, CA, 90033, USA."
37741821,5,"USC Department of Translational Genomics, Keck School of Medicine, University of Southern California, Los Angeles, CA, 90033, USA."
37741821,6,"USC Ginsburg Institute for Biomedical Therapeutics, University of Southern California, Los Angeles, CA, 90033, USA."
37742016,0,"Department of Nephrology and Immunology, Children's Hospital of Soochow University, No. 303, Jingde Road, Suzhou, 215003, Jiangsu, China."
37742016,1,"Institute of Pediatrics, Children's Hospital of Soochow University, Suzhou, 215003, China."
37742016,2,"Department of Nephrology and Immunology, Children's Hospital of Soochow University, No. 303, Jingde Road, Suzhou, 215003, Jiangsu, China."
